,title,subtitle,location_x,currency,price,description,other_details,bed,bath,toilet,area,prop_type,location_y,match,pricerange
31074,3 BEDROOM FLAT / APARTMENT FOR RENT,Standard 3bed room flat 2 toilet 2 bath fence round with gate security wise car park upstairs,AkokaAkoka Yaba Lagos,naira,650000,Standard 3bed room flat 2 toilet 2 bath fence round with gate security wise car park upstairs, FOR RENT: 3 bedroom Flat / Apartment for rent Akoka Akoka Yaba Lagos.. Read more ,3,2,2,Yaba,Flat,AkokaAkoka Yaba Lagos,Akoka Yaba,501k-1M
31075,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat, Chevron Drive Idado Lekki Lagos,naira,1700000,3 bedroom flat," FOR RENT: *3 Bedroom Apartmemt For Rent* Location :chevron , Lekki Rent:1.7M Features :.. Read more ",3,3,4,Lekki,Flat, Chevron Drive Idado Lekki Lagos,Idado Lekki,1.1M-2M
31076,3 BEDROOM FLAT / APARTMENT FOR RENT,2 bedroom flat," Honorable Abala, IlasanIlasan Lekki Lagos",naira,2000000,2 bedroom flat, FOR RENT: 3bedroom flat to let at ilasan lekki back of Romeo garden Feture: Architectural.. Read more ,3,3,3,Lekki,Flat," Honorable Abala, IlasanIlasan Lekki Lagos",Ilasan Lekki,1.1M-2M
31084,3 BEDROOM FLAT / APARTMENT FOR RENT,3 Bedroom Flat For Rent In Ikorodu 9APR39,Ikorodu Lagos,naira,500000,3 Bedroom Flat For Rent In Ikorodu 9APR39, FOR RENT: A decent 3 bedroom flat available for rent in Ikorodu The house is located in a.. Read more ,3,3,3,Ikorodu,Flat,Ikorodu Lagos,Ikorodu,Less than 500k
31086,3 BEDROOM FLAT / APARTMENT FOR RENT,3bedroom flat at gateway zone magodo isheri,Magodo Gra Phase 1 Ojodu Lagos,naira,1500000,3bedroom flat at gateway zone magodo isheri, FOR RENT: 3bedroom flat.. Read more ,3,4,4,Ojodu,Flat,Magodo Gra Phase 1 Ojodu Lagos,Magodo Phase 1,1.1M-2M
31088,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat,Off Cmd Road. Magodo-shangisha Phase 2Magodo Kosofe Ikosi Lagos,naira,1200000,3 bedroom flat, FOR RENT: Three bedroom flat off CMD road. @1.2m per annum. Pay and pack in. It's in a ve.. Read more ,3,3,4,Ikosi,Flat,Off Cmd Road. Magodo-shangisha Phase 2Magodo Kosofe Ikosi Lagos,Magodo Phase 2,1.1M-2M
31092,3 BEDROOM FLAT / APARTMENT FOR RENT,3bedroom flat at Western area magodo phase 1,Magodo Gra Phase 1 Ojodu Lagos,naira,1100000,3bedroom flat at Western area magodo phase 1, FOR RENT: 3bedroom flat.. Read more ,3,2,3,Ojodu,Flat,Magodo Gra Phase 1 Ojodu Lagos,Magodo Phase 1,1.1M-2M
31094,3 BEDROOM FLAT / APARTMENT FOR RENT,Newly renovated 3 bedrooms terrace with BQ ,-Ikota Lekki Lagos,naira,2000000,Newly renovated 3 bedrooms terrace with BQ ," FOR RENT: Newly renovated 3 bedrooms terrace with BQ at Westend estate, Ikota, Lekki. Ren.. Read more ",3,4,4,Lekki,Flat,#NAME?,Ikota Lekki,1.1M-2M
31110,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat,GraIkeja Lagos,naira,1300000,3 bedroom flat, FOR RENT: TO LET : 3BEDROOM FLAT FOR RENT AT OMOLE PHASE2 VERY GOOD LOCATION UP STAIRS YEA.. Read more ,3,3,4,GraIkeja,Flat,GraIkeja Lagos,GRA Ikeja,1.1M-2M
31117,3 BEDROOM FLAT / APARTMENT FOR RENT,Lovely standard 3Bedroom flat at Akoka area of Yaba 4toilets 3bath all rooms are ensuite with car park pay and park_in rent 1.2m a yr rent ground floor back flat. ,Akoka Yaba Lagos,naira,1200000,Lovely standard 3Bedroom flat at Akoka area of Yaba 4toilets 3bath all rooms are ensuite with car park pay and park_in rent 1.2m a yr rent ground floor back flat. , FOR RENT: 3 bedroom Flat / Apartment for rent Akoka Yaba Lagos.. Read more ,3,3,4,Yaba,Flat,Akoka Yaba Lagos,Akoka Yaba,1.1M-2M
31118,3 BEDROOM FLAT / APARTMENT FOR RENT,3 Bedroom Flat For Rent In Yaba 01APR37,Yaba Lagos,naira,1500000,3 Bedroom Flat For Rent In Yaba 01APR37," FOR RENT: Newly built and spacious 3bedroom flat 3t/2b,master ensuite, adequate electricit.. Read more ",3,3,3,Yaba,Flat,Yaba Lagos,Yaba,1.1M-2M
31130,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat,world oilIlasan Lekki Lagos,naira,1800000,3 bedroom flat," FOR RENT: All round tiled, fenced and gated... Read more ",3,0,0,Lekki,Flat,world oilIlasan Lekki Lagos,Ilasan Lekki,1.1M-2M
31139,3 BEDROOM FLAT / APARTMENT FOR RENT,3 Bedroom Flat for Rent at Oniru Estate VI811,Oniru Victoria Island Lagos,naira,3500000,3 Bedroom Flat for Rent at Oniru Estate VI811, FOR RENT: 3 Bedroom Flat for Rent at Oniru Estate VI811 .. Read more ,3,3,4,Island,Flat,Oniru Victoria Island Lagos,Victoria Island,2.1M-5M
31141,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom Flat for rent in Ikorodu 16APR57,Ikorodu Lagos,naira,400000,3 bedroom Flat for rent in Ikorodu 16APR57, FOR RENT: Hot 3 bedroom for rent at ikorodu lagos for 400k.. Read more ,3,3,3,Ikorodu,Flat,Ikorodu Lagos,Ikorodu,Less than 500k
31146,3 BEDROOM FLAT / APARTMENT FOR RENT,Standard 3 bedroom flat ,Ogudu oriokeOgudu Orike Ogudu Lagos,naira,1600000,Standard 3 bedroom flat , FOR RENT: Lovely 3bedroom flat in a gated estate for rent at Ogudu Orioke price : 1.6 mill.. Read more ,3,3,3,Ogudu,Flat,Ogudu oriokeOgudu Orike Ogudu Lagos,Orike Ogudu,1.1M-2M
31154,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat," Unilag Estate, GRA, MagodoIkeja Lagos",naira,1800000,3 bedroom flat, FOR RENT: ... Read more ,3,3,4,MagodoIkeja,Flat," Unilag Estate, GRA, MagodoIkeja Lagos",Magodo,1.1M-2M
31157,3 BEDROOM FLAT / APARTMENT FOR RENT,Tastefully furnished 3 bedroom flat,-Ibeju Lekki Lagos,naira,400000,Tastefully furnished 3 bedroom flat," FOR RENT: 3 bedroom flat(all rooms ensuite) for rent in a block of 2 flats at abule ade, g.. Read more ",3,0,0,Lekki,Flat,#NAME?,Ibeju Lekki,Less than 500k
31158,3 BEDROOM FLAT / APARTMENT FOR RENT,3 Bedroom Flat For Rent In Surulere 9APR1,Surulere Lagos,naira,900000,3 Bedroom Flat For Rent In Surulere 9APR1, FOR RENT: Well finished NEWLY built block of 6 nos of 3 bedroom flat every angles were wel.. Read more ,3,3,3,Surulere,Flat,Surulere Lagos,Surulere,501k-1M
31160,3 BEDROOM FLAT / APARTMENT FOR RENT,Beautiful 2bedroom flat for rent at Ogudu orioke,Ogudu oriokeOgudu Orike Ogudu Lagos,naira,1200000,Beautiful 2bedroom flat for rent at Ogudu orioke, FOR RENT: To Let Executive 3 Bedroom flat at Ogudu Ori Oke Rent: #1.2million Naira .. Read more ,3,3,3,Ogudu,Flat,Ogudu oriokeOgudu Orike Ogudu Lagos,Orike Ogudu,1.1M-2M
31164,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat,by world oilIlasan Lekki Lagos,naira,2000000,3 bedroom flat, FOR RENT: 3 Bedroom flat in a tasty location in the heart of ilasan lekki.. Read more ,3,0,0,Lekki,Flat,by world oilIlasan Lekki Lagos,Ilasan Lekki,1.1M-2M
31171,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat for rent in Gbagada 17APR39,Gbagada Lagos,naira,600000,3 bedroom flat for rent in Gbagada 17APR39, FOR RENT: To let 3 bedrooms all ensuit close to Ifako Gbagada near d express for just 600k.. Read more ,3,3,3,Gbagada,Flat,Gbagada Lagos,Gbagada,501k-1M
31176,3 BEDROOM FLAT / APARTMENT FOR RENT,3 Bedroom Flat For Rent In Magodo 27MAR13,Magodo Kosofe Ikosi Lagos,naira,1300000,3 Bedroom Flat For Rent In Magodo 27MAR13, FOR RENT: Executive 3 bedroom flat for rent in magodo. It has a spacious living room and .. Read more ,3,3,3,Ikosi,Flat,Magodo Kosofe Ikosi Lagos,Magodo,1.1M-2M
31180,3 BEDROOM FLAT / APARTMENT FOR RENT,Standard lovely 3bedroom flat all rooms ensuite guest toilet fitted kitchen+ store all tiled wardrobe prepaid meter block of 4flats ground floor available at estaport avenue sholuyi gbagada #1.2M ,Soluyi Gbagada Lagos,naira,1200000,Standard lovely 3bedroom flat all rooms ensuite guest toilet fitted kitchen+ store all tiled wardrobe prepaid meter block of 4flats ground floor available at estaport avenue sholuyi gbagada #1.2M , FOR RENT: 3 bedroom Flat / Apartment for rent Soluyi Gbagada Lagos.. Read more ,3,3,4,Gbagada,Flat,Soluyi Gbagada Lagos,Soluyi Gbagada,1.1M-2M
31182,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat,..Medina Gbagada Lagos,naira,1300000,3 bedroom flat, FOR RENT: Lovely and spacious 3bedroom flat apartment pop finishing upflat with 3t2bath ma.. Read more ,3,0,0,Gbagada,Flat,..Medina Gbagada Lagos,Medina Gbagada,1.1M-2M
31183,3 BEDROOM FLAT / APARTMENT FOR RENT,Standard 3bedroom flat for rent at Ogudu Orioke ,Ogudu oriokeOgudu Orike Ogudu Lagos,naira,1600000,Standard 3bedroom flat for rent at Ogudu Orioke , FOR RENT: Lovely 3bedroom flat in a gated estate for rent at Ogudu Orioke price : 1.6 mill.. Read more ,3,3,3,Ogudu,Flat,Ogudu oriokeOgudu Orike Ogudu Lagos,Orike Ogudu,1.1M-2M
31187,3 BEDROOM FLAT / APARTMENT FOR RENT,3 Bedroom Flat For Rent In Ikorodu 15APR15,Ikorodu Lagos,naira,300000,3 Bedroom Flat For Rent In Ikorodu 15APR15, FOR RENT: A decent 3 bedroom flat available for rent in Ikorodu The house is located in a.. Read more ,3,3,3,Ikorodu,Flat,Ikorodu Lagos,Ikorodu,Less than 500k
31188,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat ,Omole 2Omole Phase 2 Ojodu Lagos,naira,2000000,3 bedroom flat , FOR RENT: 3bedroom flat for rent at Omole phase 2 going 2m yearly rent.....all room are en.. Read more ,3,3,4,Ojodu,Flat,Omole 2Omole Phase 2 Ojodu Lagos,Lekki Phase 2,1.1M-2M
31190,3 BEDROOM FLAT / APARTMENT FOR RENT,Newly build 3brm flat at magodo gra ph2 ,Off bashiru shittuMagodo Gra Phase 2 Kosofe Ikosi Lagos,naira,3000000,Newly build 3brm flat at magodo gra ph2 , FOR RENT: Tastefully furnished.. Read more ,3,4,4,Ikosi,Flat,Off bashiru shittuMagodo Gra Phase 2 Kosofe Ikosi Lagos,Magodo Phase 2,2.1M-5M
31192,3 BEDROOM FLAT / APARTMENT FOR RENT,Lovely 3bedroom flat at Osborne foreshore with a room Bq ,Osborne phase 1Osborne Foreshore Estate Ikoyi Lagos,naira,4000000,Lovely 3bedroom flat at Osborne foreshore with a room Bq ," FOR RENT: *3BEDROOM FLAT, PENTHOUSE @ OSBORNE FORESHORE PH 1* A tasteful 3bedroom flat .. Read more ",3,3,3,Ikoyi,Flat,Osborne phase 1Osborne Foreshore Estate Ikoyi Lagos,Osbourne Ikoyi,2.1M-5M
31196,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat,..Sangotedo Ajah Lagos,naira,1200000,3 bedroom flat," FOR RENT: Exceptionally clean, lovely and comfortable 3 Bedroom flats (downstairs) in a se.. Read more ",3,0,0,Ajah,Flat,..Sangotedo Ajah Lagos,Sangotedo Ajah,1.1M-2M
31197,3 BEDROOM FLAT / APARTMENT FOR RENT,Lovely 3bedroom flat for rent at Adeniyi Jones,Adeniyi JonesAdeniyi Jones Ikeja Lagos,naira,1800000,Lovely 3bedroom flat for rent at Adeniyi Jones, FOR RENT: To Let Executive 3 Bedroom flat for rent at Adeniyi Jones Ikeja 1.8 million Na.. Read more ,3,3,3,Ikeja,Flat,Adeniyi JonesAdeniyi Jones Ikeja Lagos,Adeniyi Jones Ikeja,1.1M-2M
31199,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat for rent in Mafoluku 17APR56,Mafoluku Oshodi Lagos,naira,850000,3 bedroom flat for rent in Mafoluku 17APR56," FOR RENT: 3 bedroom flat to let in this building middle floor #850,000 per Annum @ Mafolu.. Read more ",3,3,3,Oshodi,Flat,Mafoluku Oshodi Lagos,Mafoluku Oshodi,501k-1M
31201,3 BEDROOM FLAT / APARTMENT FOR RENT,3 Bedroom Flat For Rent In Gbagada 31MAR42,Gbagada Lagos,naira,1200000,3 Bedroom Flat For Rent In Gbagada 31MAR42," FOR RENT: Spacious 3 bedrooms up n ground flats all rooms ensuite with guest toilet, water.. Read more ",3,3,3,Gbagada,Flat,Gbagada Lagos,Gbagada,1.1M-2M
31207,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat , Ayobo Ipaja Lagos,naira,550000,3 bedroom flat ," FOR RENT: 2 bedroom flat at ayobo all round tiles,wardrobes,kitchen cabinet,interlocked co.. Read more ",3,3,3,Ipaja,Flat, Ayobo Ipaja Lagos,Ayobo Ipaja,501k-1M
31209,3 BEDROOM FLAT / APARTMENT FOR RENT,3 Bedroom Apartment with a BQ for Rent,Parkview Estate Ikoyi Lagos,naira,5000000,3 Bedroom Apartment with a BQ for Rent, FOR RENT: 3 bedroom apartment for rent Location: Parkview Estate Ikoyi Features *Spac.. Read more ,3,3,4,Ikoyi,Flat,Parkview Estate Ikoyi Lagos,Parkview Ikoyi,2.1M-5M
31210,3 BEDROOM FLAT / APARTMENT FOR RENT,3 Bedroom Apartment For Rent in Ajah 30MAR12,Ajah Lagos,naira,1500000,3 Bedroom Apartment For Rent in Ajah 30MAR12, FOR RENT: Newly built 3bedroom service Apartment with swimming pool for rent. Rent-1. 5m .. Read more ,3,3,3,Ajah,Flat,Ajah Lagos,Ajah,1.1M-2M
31221,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat,..Ifako Gbagada Gbagada Lagos,naira,1000000,3 bedroom flat, FOR RENT: 3 bedroom Flat / Apartment for rent .. Ifako-gbagada Gbagada Lagos.. Read more ,3,0,0,Gbagada,Flat,..Ifako Gbagada Gbagada Lagos,Ifako Gbagada,501k-1M
31223,3 BEDROOM FLAT / APARTMENT FOR RENT,3 Bedroom Apartment with a BQ for Rent,Parkview Estate Ikoyi Lagos,naira,6000000,3 Bedroom Apartment with a BQ for Rent, FOR RENT: 3 bedroom apartment with 1 Bq for rent Location: Parkview Estate Ikoyi Rent: 6.. Read more ,3,3,4,Ikoyi,Flat,Parkview Estate Ikoyi Lagos,Parkview Ikoyi,Above 5M
31227,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat,-Ilasan Lekki Lagos,naira,2000000,3 bedroom flat, FOR RENT: 3 bedroom flat for rent at ilasan-ikate at 2 million naira.. Read more ,3,0,0,Lekki,Flat,#NAME?,Ilasan Lekki,1.1M-2M
31229,3 BEDROOM FLAT / APARTMENT FOR RENT,serviced 3 bedrooms apartment,Off TF kuboye street Lekki Scheme 1Lekki Phase 1 Lekki Lagos,naira,3000000,serviced 3 bedrooms apartment, FOR RENT: To let - serviced flat serviced 3 bedroom flat all room en-suite facilities; .. Read more ,3,0,0,Lekki,Flat,Off TF kuboye street Lekki Scheme 1Lekki Phase 1 Lekki Lagos,Phase 1 Lekki,2.1M-5M
31230,3 BEDROOM FLAT / APARTMENT FOR RENT,"*Fresh Gbagada Letting Very Decent 3brm Flat with 3t, 3b, 2 rooms are ensuite and 1 room share with visitors, all round tiles, pre-paid meter, upstairs flat at Towobola Street, back of Mobil, by Domino Pizza, Gbagada. 900k, 1yr rent.",Ifako Gbagada Gbagada Lagos,naira,900000,"*Fresh Gbagada Letting Very Decent 3brm Flat with 3t, 3b, 2 rooms are ensuite and 1 room share with visitors, all round tiles, pre-paid meter, upstairs flat at Towobola Street, back of Mobil, by Domino Pizza, Gbagada. 900k, 1yr rent.", FOR RENT: 3 bedroom Flat / Apartment for rent Ifako-gbagada Gbagada Lagos.. Read more ,3,3,3,Gbagada,Flat,Ifako Gbagada Gbagada Lagos,Ifako Gbagada,501k-1M
31232,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom apartment to let,Ikate Lekki Lagos,naira,2300000,3 bedroom apartment to let, FOR RENT: 3 bedroom apartment for rent Location: Ikate Rent: 2.3m My Direct Property .. Read more ,3,3,4,Lekki,Flat,Ikate Lekki Lagos,Ikate Lekki,2.1M-5M
31237,3 BEDROOM FLAT / APARTMENT FOR RENT,Well Furnished 8(No) 3-bedroom flat with BQ,Off Ajose AdeogunAdeola Odeku Victoria Island Lagos,naira,6000000,Well Furnished 8(No) 3-bedroom flat with BQ, FOR RENT: 8(No) 3-bedroom flat with BQ.. Read more ,3,3,4,Island,Flat,Off Ajose AdeogunAdeola Odeku Victoria Island Lagos,Victoria Island,Above 5M
31239,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat, Omole Phase 2Ikeja Lagos,naira,2000000,3 bedroom flat, FOR RENT: Newly built 10 nos of 3bedrooms in omole phase 2 The owner wants a company that.. Read more ,3,3,3,2Ikeja,Flat, Omole Phase 2Ikeja Lagos,Lekki Phase 2,1.1M-2M
31244,3 BEDROOM FLAT / APARTMENT FOR RENT,3bedroom flat,Toyin Street Ikeja Lagos,naira,1700000,3bedroom flat, FOR RENT: Flat.. Read more ,3,4,4,Ikeja,Flat,Toyin Street Ikeja Lagos,Toyin Ikeja,1.1M-2M
31247,3 BEDROOM FLAT / APARTMENT FOR RENT,"Standard 3bedroom flat with 2toilets and 2baths. A Room En-suite, Tiled Living room, Borehole water, Wardrobes. Top most floor available. Rent: 700k per annual Akoka, Yaba. ",Akoka Yaba Lagos,naira,700000,"Standard 3bedroom flat with 2toilets and 2baths. A Room En-suite, Tiled Living room, Borehole water, Wardrobes. Top most floor available. Rent: 700k per annual Akoka, Yaba. ", FOR RENT: 3 bedroom Flat / Apartment for rent Akoka Yaba Lagos.. Read more ,3,2,2,Yaba,Flat,Akoka Yaba Lagos,Akoka Yaba,501k-1M
31253,3 BEDROOM FLAT / APARTMENT FOR RENT,Ensuit 3bedroom flat with cabinet and wardrobe for rent Irawo ,Irawo /Owode onirinMile 12 Kosofe Ikosi Lagos,naira,500000,Ensuit 3bedroom flat with cabinet and wardrobe for rent Irawo , FOR RENT: 3bedroom flat ensuit with wardrobe for rent in an estate at Irawo Owode onirin .. Read more ,3,3,3,Ikosi,Flat,Irawo /Owode onirinMile 12 Kosofe Ikosi Lagos,Ikosi Ketu,Less than 500k
31256,3 BEDROOM FLAT / APARTMENT FOR RENT,3 Bedroom Flat For Rent In Opic 27MAR25,OpicBerger Ojodu Lagos,naira,1200000,3 Bedroom Flat For Rent In Opic 27MAR25," FOR RENT: Well furnished 3bedroom in Opic. (Two tenants in the house) Upstairs 1.3m, down.. Read more ",3,3,3,Ojodu,Flat,OpicBerger Ojodu Lagos,Berger Ojodu,1.1M-2M
31257,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat,-Ilasan Lekki Lagos,naira,2000000,3 bedroom flat, FOR RENT: 3 bedroom flat at Ikate-Ilasan lekki at 2 million naira.. Read more ,3,0,0,Lekki,Flat,#NAME?,Ilasan Lekki,1.1M-2M
31271,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom mini flat,"Osapa Modern Estate, Lekki Lagos",naira,2500000,3 bedroom mini flat, FOR RENT: An affordable luxurious 3 bedroom apartment located in a secured and serene loca.. Read more ,3,3,4,Lekki,Flat,"Osapa Modern Estate, Lekki Lagos",Osapa London Lekki,2.1M-5M
31282,3 BEDROOM FLAT / APARTMENT FOR RENT,Secure 3 Bedroom Flat in Lagos Mainland,6 Showunmi StreetBariga Shomolu Lagos,naira,850000,Secure 3 Bedroom Flat in Lagos Mainland, FOR RENT: A 3 bedroom flat located in a peaceful area in Shomolu. The property is perfect .. Read more ,3,2,2,Shomolu,Flat,6 Showunmi StreetBariga Shomolu Lagos,Bariga Shomolu,501k-1M
31289,3 BEDROOM FLAT / APARTMENT FOR RENT,Lovely 3bed room flat at shagari estate mosan,Shagari estate mosan Ipaja Lagos,naira,500000,Lovely 3bed room flat at shagari estate mosan, FOR RENT: Spacious 3bed room flat at mosan ipaja lagos.. Read more ,3,3,3,Ipaja,Flat,Shagari estate mosan Ipaja Lagos,Ipaja,Less than 500k
31309,3 BEDROOM FLAT / APARTMENT FOR RENT,Luxury 3 Bedroom Apartment with Excellent Facilities,"3 Chukwumah Umeh Street, Chevy View Estate.Chevron Lekki Lagos",naira,3000000,Luxury 3 Bedroom Apartment with Excellent Facilities, FOR RENT: Delightful reception and dinning room. Modern kitchen with integrated applian.. Read more ,3,2,2,Lekki,Flat,"3 Chukwumah Umeh Street, Chevy View Estate.Chevron Lekki Lagos",Chevron Lekki,2.1M-5M
31310,3 BEDROOM FLAT / APARTMENT FOR RENT,Executive 3bed room flat @ Millenium Estate,AdeMillenuim Ups Gbagada Lagos,naira,2500000,Executive 3bed room flat @ Millenium Estate," FOR RENT: *TO LET* *MILLENIUM ESTATE, OKE ALO* 6 nos brand new, tastefully finished.. Read more ",3,3,4,Gbagada,Flat,AdeMillenuim Ups Gbagada Lagos,Gbagada,2.1M-5M
31321,3 BEDROOM FLAT / APARTMENT FOR RENT,Newly built 3bed room duplex 2in a compound,CoAkoka Yaba Lagos,naira,1200000,Newly built 3bed room duplex 2in a compound," FOR RENT: To Let: 3Bedroom Duplex with 2 living rooms, 2Toilets and 2baths, POP, Bore.. Read more ",3,3,2,Yaba,Flat,CoAkoka Yaba Lagos,Akoka Yaba,1.1M-2M
31331,3 BEDROOM FLAT / APARTMENT FOR RENT,Three bedroom serviced apartment ,Oniru Victoria Island Lagos,naira,5000000,Three bedroom serviced apartment , FOR RENT: 3 bedroom Flat / Apartment for rent ONIRU Victoria Island Lagos.. Read more ,3,3,4,Island,Flat,Oniru Victoria Island Lagos,Victoria Island,2.1M-5M
31333,3 BEDROOM FLAT / APARTMENT FOR RENT,Three (3) bedroom serviced apartment ,Oniru Victoria Island Lagos,naira,3500000,Three (3) bedroom serviced apartment , FOR RENT: 3 bedroom Flat / Apartment for rent ONIRU Victoria Island Lagos.. Read more ,3,2,3,Island,Flat,Oniru Victoria Island Lagos,Victoria Island,2.1M-5M
31335,3 BEDROOM FLAT / APARTMENT FOR RENT,Serviced three bedroom flat with boys quarters and gym ,Parkview Estate Ikoyi Lagos,naira,5000000,Serviced three bedroom flat with boys quarters and gym , FOR RENT: 3 bedroom Flat / Apartment for rent Parkview Estate Ikoyi Lagos.. Read more ,3,3,4,Ikoyi,Flat,Parkview Estate Ikoyi Lagos,Parkview Ikoyi,2.1M-5M
31340,3 BEDROOM FLAT / APARTMENT FOR RENT,Four (4) bedroom serviced apartment ,Oniru Victoria Island Lagos,naira,4000000,Four (4) bedroom serviced apartment , FOR RENT: 3 bedroom Flat / Apartment for rent ONIRU Victoria Island Lagos Service charge .. Read more ,3,3,4,Island,Flat,Oniru Victoria Island Lagos,Victoria Island,2.1M-5M
31341,3 BEDROOM FLAT / APARTMENT FOR RENT,Luxury three bedroom serviced apartment ,Ikoyi Lagos,naira,15000000,Luxury three bedroom serviced apartment , FOR RENT: 3 bedroom Flat / Apartment for rent Ikoyi Lagos.. Read more ,3,3,4,Ikoyi,Flat,Ikoyi Lagos,Ikoyi,Above 5M
31342,3 BEDROOM FLAT / APARTMENT FOR RENT,Three (3) bedroom serviced apartment ,Oniru Victoria Island Lagos,naira,3500000,Three (3) bedroom serviced apartment , FOR RENT: Service charge is 625K.. Read more ,3,3,4,Island,Flat,Oniru Victoria Island Lagos,Victoria Island,2.1M-5M
31346,3 BEDROOM FLAT / APARTMENT FOR RENT,Luxury three bedroom serviced apartment with swimming pool and gym ,Lekki Phase 1 Lekki Lagos,naira,6000000,Luxury three bedroom serviced apartment with swimming pool and gym , FOR RENT: 3 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos.. Read more ,3,3,4,Lekki,Flat,Lekki Phase 1 Lekki Lagos,Phase 1 Lekki,Above 5M
31347,3 BEDROOM FLAT / APARTMENT FOR RENT,Three units of newly built serviced three (3) bedroom flat ,Parkview Estate Ikoyi Lagos,naira,5000000,Three units of newly built serviced three (3) bedroom flat , FOR RENT: 3 bedroom Flat / Apartment for rent Parkview Estate Ikoyi Lagos.. Read more ,3,4,3,Ikoyi,Flat,Parkview Estate Ikoyi Lagos,Parkview Ikoyi,2.1M-5M
